Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,type,platform
American Pie Presents: The Book of Love,English,4.8,97,2009,18+,Movie,Amazon Prime
Indra,Kannada,7.4,147,2008,13+,Movie,Amazon Prime
Dilwale Dulhania Le Jayenge,Hindi,8.1,189,1995,All,Movie,Amazon Prime
Diljale,Hindi,5.8,158,1996,18+,Movie,Amazon Prime
Aapadbandhavudu,Telugu,None,163,1992,All,Movie,Amazon Prime
Premer Phande Kakatua,Bengali,None,112,2009,NR,Movie,Amazon Prime
Khel Mandala,Marathi,8.1,128,2011,All,Movie,Amazon Prime
Layla Fourie,English,5.5,106,2013,NR,Movie,Amazon Prime
Ibbani Karagithu,Kannada,None,143,1983,NR,Movie,Amazon Prime
Tapasya,Hindi,7.1,133,1976,All,Movie,Amazon Prime
Final Destination 3,English,5.8,92,2006,18+,Movie,Amazon Prime
Vettam,Malayalam,6.7,163,2004,All,Movie,Amazon Prime
The Chronicles of Riddick,English,6.7,119,2004,16+,Movie,Amazon Prime
Holly Slept Over,Telugu,5.5,87,2020,16+,Movie,Amazon Prime
Intruders,English,5.7,90,2016,18+,Movie,Amazon Prime
Chha E Chuti,Bengali,None,143,2017,13+,Movie,Amazon Prime
100 days,Hindi,6.5,138,2007,All,Movie,Amazon Prime
Humko Tumse Pyaar Hai,Hindi,4.8,126,2006,All,Movie,Amazon Prime
1921,Hindi,4.4,141,2018,18+,Movie,Amazon Prime
A Christmas Carol,English,6,69,1997,7+,Movie,Amazon Prime
Disco Dancer,Hindi,6.5,134,1982,All,Movie,Amazon Prime
Land of the Lost,English,5.3,101,2009,13+,Movie,Amazon Prime
Chaar Sahibzaade  - Rise of Banda Singh Bahadur,Hindi,8.6,128,2016,NR,Movie,Amazon Prime
Potugadu,Telugu,5.7,114,2013,18+,Movie,Amazon Prime
Mister John,English,5.5,95,2013,18+,Movie,Amazon Prime
Tortilla Soup,English,6.7,103,2002,13+,Movie,Amazon Prime
When the Smoke Clears,English,5.3,18,2020,18+,Movie,Amazon Prime
Amal,Hindi,7.5,103,2008,All,Movie,Amazon Prime
White,Malayalam,6,147,2017,NR,Movie,Amazon Prime
Babu Baga Busy,Telugu,5.2,121,2017,18+,Movie,Amazon Prime
Jodi Hakki,Kannada,None,142,1997,NR,Movie,Amazon Prime
NAVARATHNA,Kannada, 4.5,136,2020,13+,Movie,Amazon Prime
IT Chapter Two,Tamil,6.5,169,2019,18+,Movie,Amazon Prime
Jack the Giant Slayer,English,6.2,114,2013,13+,Movie,Amazon Prime
Rajnigandha,Hindi,7.3,103,1975,All,Movie,Amazon Prime
Raja Rani Raji,Bengali,None,140,2018,13+,Movie,Amazon Prime
The Angry Birds Movie,English,6.3,97,2016,7+,Movie,Amazon Prime
Ravimama,Kannada,None,132,1999,NR,Movie,Amazon Prime
Takatak,Marathi,6,143,2019,18+,Movie,Amazon Prime
Bhayam,Telugu,None,83,2007,NR,Movie,Amazon Prime
Go Goa Gone,Hindi,6.6,102,2013,NR,Movie,Amazon Prime
The Idiot,Hindi,7.3,4,2017,All,Movie,Amazon Prime
Bye Bye Bangkok,Bengali,6.3,142,2017,13+,Movie,Amazon Prime
Raja Nanna Raja,Kannada,8.4,133,1976,NR,Movie,Amazon Prime
Samaantar,Marathi,7.6,98,2009,All,Movie,Amazon Prime
Mayer Adar,Bengali,6,105,2010,NR,Movie,Amazon Prime
Ormakalundayirikkanam,Malayalam,7,86,1995,NR,Movie,Amazon Prime
Game: He Plays to Win,Bengali,6.4,160,2014,13+,Movie,Amazon Prime
The Kitchen,English,5.5,102,2019,18+,Movie,Amazon Prime
Zindagi 50-50,Hindi,2.7,127,2013,NR,Movie,Amazon Prime
Leeches,Hindi,7.2,27,2016,18+,Movie,Amazon Prime
The Frontier - Ukraine,English,None,57,2019,13+,Movie,Amazon Prime
Ennamma Kannu,Tamil,3.5,145,2000,13+,Movie,Amazon Prime
Drive Angry,English,5.4,100,2011,18+,Movie,Amazon Prime
Valerian and the City of a Thousand Planets,Telugu,6.5,136,2017,16+,Movie,Amazon Prime
Gujarati Wedding In Goa,Gujarati, 4.6,130,2018,13+,Movie,Amazon Prime
Ghuma,Marathi,6.2,94,2017,All,Movie,Amazon Prime
Addams Family Values,English,6.8,94,1993,7+,Movie,Amazon Prime
Rampage,Hindi,6.1,107,2018,13+,Movie,Amazon Prime
The Lost World: Jurassic Park,Hindi,6.6,128,1997,16+,Movie,Amazon Prime
The University,English,None,49,2019,13+,Movie,Amazon Prime
Mitron,Hindi,6.9,116,2018,13+,Movie,Amazon Prime
Ayyo Pandu,Kannada,None,136,2004,NR,Movie,Amazon Prime
Texas Chainsaw Massacre,Telugu,4.8,88,2013,18+,Movie,Amazon Prime
John Rambo,Telugu,7,86,2008,18+,Movie,Amazon Prime
Tara,Bengali,2.9,131,2017,13+,Movie,Amazon Prime
Garv: Pride & Honour,Hindi,5.5,175,2004,18+,Movie,Amazon Prime
Room No. 103,Bengali,5.6,115,2018,13+,Movie,Amazon Prime
Open Water 2: Adrift,English,5.2,94,2006,18+,Movie,Amazon Prime
Torchlight,Tamil,4.9,117,2018,18+,Movie,Amazon Prime
Chak De India,Hindi,8.2,148,2007,All,Movie,Amazon Prime
October,Hindi,7.5,115,2018,All,Movie,Amazon Prime
Under 30,English,None,60,2020,13+,Movie,Amazon Prime
Bom,Hindi,None,116,2011,NR,Movie,Amazon Prime
Payyans,Malayalam,3.9,131,2011,All,Movie,Amazon Prime
Last Shop Standing,English,7.1,49,2019,13+,Movie,Amazon Prime
Biyallish,Bengali,None,145,2017,13+,Movie,Amazon Prime
Paddayi,English,7.2,99,2018,NR,Movie,Amazon Prime
John Rambo,Hindi,7,86,2008,18+,Movie,Amazon Prime
Shola Aur Shabnam,Hindi,6.5,165,1992,All,Movie,Amazon Prime
Bhairava Dweepam,Telugu,7.8,155,1994,All,Movie,Amazon Prime
Mithye,Bengali,None,13,2018,13+,Movie,Amazon Prime
Shame To Shame,Marathi,5.7,144,1991,All,Movie,Amazon Prime
Vellai,Tamil,None,131,2015,NR,Movie,Amazon Prime
Bayalu Daari,Kannada,7.7,139,1976,NR,Movie,Amazon Prime
Guha Manab - The Caveman,Bengali,None,122,2017,NR,Movie,Amazon Prime
Love and Sex in North Africa,English,None,62,2020,13+,Movie,Amazon Prime
Unni Ikki,Punjabi,7,122,2019,13+,Movie,Amazon Prime
Proloy,Bengali,7.2,123,2017,13+,Movie,Amazon Prime
Ramchandra Purshottam Joshi,Marathi,7.6,107,2013,All,Movie,Amazon Prime
Gangster,Bengali,None,139,2017,13+,Movie,Amazon Prime
Disco Singh,Punjabi,5.8,141,2014,All,Movie,Amazon Prime
Ashirbad,Bengali,None,134,1986,NR,Movie,Amazon Prime
Abodh,Hindi,5.8,132,1984,All,Movie,Amazon Prime
72 Hours: Martyr Who Never Died,Hindi,5.1,130,2019,13+,Movie,Amazon Prime
Caesarea,English,8.6,26,2020,13+,Movie,Amazon Prime
Arangetram,Tamil,7.8,152,1973,NR,Movie,Amazon Prime
Kissi Se Na Kehna,Hindi,7.4,134,1983,All,Movie,Amazon Prime
Daari Tappida Maga,Kannada,7.9,137,1975,NR,Movie,Amazon Prime
V (Tamil),Tamil,6.6,140,2020,16+,Movie,Amazon Prime
After Earth,Telugu,4.8,99,2013,13+,Movie,Amazon Prime
Mumbai Pune Mumbai 2,Marathi,6.8,149,2015,All,Movie,Amazon Prime
Mee Tulas Tujhya Angani,Marathi,None,136,2005,All,Movie,Amazon Prime
Action Replayy,Hindi,4.2,125,2010,All,Movie,Amazon Prime
67-1L N.S. Krishnan,Tamil,None,71,1967,NR,Movie,Amazon Prime
Mastana,Hindi,6.9,151,1970,NR,Movie,Amazon Prime
Jaane Bhi Do Yaaro,Hindi,8.4,131,1983,All,Movie,Amazon Prime
Ego,Telugu,5.1,143,2018,13+,Movie,Amazon Prime
Singham,Hindi,6.8,135,2011,13+,Movie,Amazon Prime
Saw 7: The Final Chapter,English,5.6,90,2010,13+,Movie,Amazon Prime
Patli Re Patli,Marathi,None,136,1990,NR,Movie,Amazon Prime
Abhinetri,Bengali,6,154,2019,13+,Movie,Amazon Prime
Rupkatha Noy,Bengali,6.9,110,2018,13+,Movie,Amazon Prime
Thalayana Manthram,Malayalam,7.7,134,1990,All,Movie,Amazon Prime
Nalanum Nandhiniyum,Tamil,4.9,131,2014,All,Movie,Amazon Prime
Mrs. Scooter,Hindi,6.6,95,2015,13+,Movie,Amazon Prime
Planet Hulk,English,6.8,81,2010,13+,Movie,Amazon Prime
Batwara,Hindi,6.3,174,1989,All,Movie,Amazon Prime
Pathinaram Prayathil,Malayalam,None,99,1983,NR,Movie,Amazon Prime
Spy Kids 4: All the Time in the World,English,3.5,88,2011,7+,Movie,Amazon Prime
Bhoomiyile Rajakkanmar,Malayalam,6.9,126,1987,NR,Movie,Amazon Prime
Annanagar Mudhal Theru,Tamil,5.8,134,1988,NR,Movie,Amazon Prime
Drohi - Telugu,Telugu,None,133,1995,NR,Movie,Amazon Prime
Second Marriage Dot Com,Hindi,7.5,130,2012,NR,Movie,Amazon Prime
Pagalpanti,Hindi,3.1,148,2019,13+,Movie,Amazon Prime
Sampoorn Devi Darshan,Hindi,None,135,1971,NR,Movie,Amazon Prime
Man On Fire,English,None,92,1987,13+,Movie,Amazon Prime
Sathi Hara,Bengali,6.8,110,None,NR,Movie,Amazon Prime
Khaidhi No 786,Telugu,6.6,120,1988,NR,Movie,Amazon Prime
Underworld Awakening,Telugu,6.4,88,2012,18+,Movie,Amazon Prime
Five Star,Tamil,5.9,134,2002,All,Movie,Amazon Prime
Jiban Mrityu,Bengali,None,110,None,NR,Movie,Amazon Prime
Mindo Taseeldarni,Punjabi,6.2,121,2019,13+,Movie,Amazon Prime
What's Up Lagna,Marathi,6.2,148,2018,13+,Movie,Amazon Prime
Kalyana Kacheri,Tamil,4.8,131,1987,NR,Movie,Amazon Prime
Dakini,Malayalam,5.2,119,2018,All,Movie,Amazon Prime
3 Deewarein,Hindi,7.8,105,2003,All,Movie,Amazon Prime
Cold Skin,English,6,102,2018,16+,Movie,Amazon Prime
Janam Kundli,Hindi,4.3,157,1995,NR,Movie,Amazon Prime
Gandhi Puttina Desham,Telugu,None,175,1973,NR,Movie,Amazon Prime
Widows,English,6.9,129,2018,18+,Movie,Amazon Prime
Streer Maryada,Bengali,5.8,153,2002,All,Movie,Amazon Prime
Veerappan,Hindi,5.3,117,2016,18+,Movie,Amazon Prime
Saving The Mustang,English,None,52,2020,13+,Movie,Amazon Prime
Texas Chainsaw Massacre,Marathi,4.8,88,2013,18+,Movie,Amazon Prime
Agar Tum Na Hote,Hindi,6.5,154,1983,All,Movie,Amazon Prime
Sanam Teri Kasam,Hindi,4.9,124,2009,13+,Movie,Amazon Prime
Kabhi Kabhie,Hindi,7.4,172,1976,13+,Movie,Amazon Prime
Kabita,Bengali,6.1,146,1977,NR,Movie,Amazon Prime
Universal Soldier: Regeneration,Hindi,5.2,96,2010,18+,Movie,Amazon Prime
Dirty 30,English,5.5,87,2016,13+,Movie,Amazon Prime
See No Evil,English,None,69,2020,13+,Movie,Amazon Prime
Sri Ramanjaneya Yuddham,Telugu,8.1,162,1974,NR,Movie,Amazon Prime
Band Baaja Baaraat,Hindi,7.2,139,2010,7+,Movie,Amazon Prime
Kasethan Kadavulada,Tamil,7.1,142,1972,All,Movie,Amazon Prime
Ratha Thilagam,Tamil,7,137,1963,NR,Movie,Amazon Prime
Kunukkitta Kozhi,Malayalam,6.1,130,1992,NR,Movie,Amazon Prime
Bonobhumi,Bengali,None,127,2007,NR,Movie,Amazon Prime
Jumbulingam,Malayalam,5.5,140,1982,NR,Movie,Amazon Prime
Pravarakyudu,Telugu,5.6,154,2009,13+,Movie,Amazon Prime
Anvatt,Marathi,6.1,110,2014,13+,Movie,Amazon Prime
The Car,Malayalam,5.7,133,1997,All,Movie,Amazon Prime
The Report,English,7.2,119,2019,16+,Movie,Amazon Prime
Kaatru Veliyidai,Tamil,5.9,138,2017,All,Movie,Amazon Prime
Oru Oothapoo Kann Simitigarathu,Tamil,None,116,1976,NR,Movie,Amazon Prime
Aakhri Sajda,Hindi,None,110,1977,NR,Movie,Amazon Prime
Baaz,Punjabi,7.2,141,2014,13+,Movie,Amazon Prime
Jaal Saaz,Hindi,6.9,136,None,NR,Movie,Amazon Prime
Asla Navra Nako Ga Bai,Marathi,7.5,135,1976,All,Movie,Amazon Prime
MO,Tamil,6.5,128,2016,NR,Movie,Amazon Prime
Megh,Bengali,None,107,None,NR,Movie,Amazon Prime
Rajakumaaran,Tamil,5.2,144,1994,NR,Movie,Amazon Prime
Olavu Geluvu,Kannada,8.4,140,1977,NR,Movie,Amazon Prime
The Line King: The Al Hirschfeld Story,English,7,86,1996,NR,Movie,Amazon Prime
Madhurima,Telugu,None,56,2003,NR,Movie,Amazon Prime
Raja The Great,Telugu,6.5,150,2017,16+,Movie,Amazon Prime
Gulmohar,Marathi,5.8,109,2009,All,Movie,Amazon Prime
Kaho Na Kaho,Hindi,None,113,2009,NR,Movie,Amazon Prime
Dhwaja,Kannada, 6.5,149,2018,13+,Movie,Amazon Prime
Troyee,Bengali,6.4,105,2017,13+,Movie,Amazon Prime
Impact Earth,English,3.8,94,2015,13+,Movie,Amazon Prime
Hrudaya Geethe,Kannada,None,144,1989,NR,Movie,Amazon Prime
Shankar Mudi,Bengali,7.4,110,2019,13+,Movie,Amazon Prime
Joker (Tamil),Tamil,8.4,129,2016,All,Movie,Amazon Prime
Bank Chor,Hindi,5.9,120,2017,13+,Movie,Amazon Prime
Beauty and the Beast,Tamil,6.4,113,2016,7+,Movie,Amazon Prime
Earth Angel (4K Restored),English,None,94,1991,16+,Movie,Amazon Prime
Dhoti Lota Aur Choupati,Hindi,None,139,1975,NR,Movie,Amazon Prime
Bhalobasar Anek Naam,Bengali,6.6,135,2017,13+,Movie,Amazon Prime
Dhamaal,Hindi,7.3,130,2007,All,Movie,Amazon Prime
Kuheli,Bengali,7.4,128,2017,13+,Movie,Amazon Prime
Sallu Ki Shaadi,Hindi,3.5,108,2017,NR,Movie,Amazon Prime
Oka Chinna Maata,Telugu,6.5,143,1997,All,Movie,Amazon Prime
Baboo Band Baaja,Marathi,8,2 h,2012,All,Movie,Amazon Prime
Engal Kural,Tamil,None,136,1985,NR,Movie,Amazon Prime
Hero no 1,Bengali,None,147,2017,13+,Movie,Amazon Prime
Braja Buli,Bengali,None,110,1979,NR,Movie,Amazon Prime
The Conjuring 2,Tamil,7.3,133,2016,18+,Movie,Amazon Prime
Kulfi,Kannada,None,121,2018,NR,Movie,Amazon Prime
Deivathin Deivam,Tamil,None,146,1962,NR,Movie,Amazon Prime
Gladiator,Hindi,8.5,154,2000,18+,Movie,Amazon Prime
Periya Marudhu,Tamil,4.3,144,1994,13+,Movie,Amazon Prime
Aarti,Hindi,6.7,163,None,All,Movie,Amazon Prime
Bara Dari,Hindi,None,129,None,NR,Movie,Amazon Prime
All the Best: Fun Begins,Hindi,6.1,135,2009,13+,Movie,Amazon Prime
Halo Manvyu Na Mele,Gujarati,None,149,2007,All,Movie,Amazon Prime
Sohni Mahiwal,Hindi,6.1,104,None,NR,Movie,Amazon Prime
Chandramukhi Malli Vachimdi,Telugu,None,130,2002,NR,Movie,Amazon Prime
Bandhan,Hindi,6.9,153,1998,13+,Movie,Amazon Prime
Nartakee,Hindi,7,125,None,NR,Movie,Amazon Prime
Mismatch,Telugu,4.2,135,2019,All,Movie,Amazon Prime
A Beautiful Day in the Neighborhood,English,7.3,108,2019,All,Movie,Amazon Prime
Silence (Malayalam),Malayalam,3.8,125,2020,16+,Movie,Amazon Prime
Monster's Ball,English,7,111,2001,18+,Movie,Amazon Prime
Don't Panic: The Truth About Population,English,7.5,59,2013,18+,Movie,Amazon Prime
Baban,Marathi,7.7,141,2018,NR,Movie,Amazon Prime
Mujhe Kucch Kehna Hai,Hindi,5,135,2001,NR,Movie,Amazon Prime
For Our Eyes Only,English,None,45,2020,13+,Movie,Amazon Prime
Mr KK,Telugu,5.7,119,2019,13+,Movie,Amazon Prime
Mahaan,Hindi,6.1,181,1983,All,Movie,Amazon Prime
Uravai Kaatha Kili,Tamil,5.6,154,1984,NR,Movie,Amazon Prime
Durgashtami,Kannada,None,133,1991,NR,Movie,Amazon Prime
Kabuliwalla,Bengali,None,106,2018,13+,Movie,Amazon Prime
Harry Potter and the Goblet of Fire,Hindi,7.7,157,2005,13+,Movie,Amazon Prime
Aan - Men At Work,Hindi,5.7,156,2004,13+,Movie,Amazon Prime
Arogya Niketan,Bengali,7.8,135,None,All,Movie,Amazon Prime
Thai Jashe!,Gujarati, 7.4,142,2016,All,Movie,Amazon Prime
Seethamma Vakitlo Sirimalle Chettu,Telugu,7.5,158,2013,All,Movie,Amazon Prime
Rakhi,Telugu,6.3,165,2006,13+,Movie,Amazon Prime
Fidaa,Bengali,7.5,146,2018,13+,Movie,Amazon Prime
The Adventures of Tintin,Marathi,7.3,106,2011,7+,Movie,Amazon Prime
Gone Kesh,Hindi,7,103,2019,All,Movie,Amazon Prime
The Landlord,Marathi,5.4,86,2017,16+,Movie,Amazon Prime
Mudda Mandaram,Telugu,None,126,1981,NR,Movie,Amazon Prime
Mirror Game,Hindi,6.1,107,2017,13+,Movie,Amazon Prime
Frailty,English,7.2,99,2002,18+,Movie,Amazon Prime
Sukrutham,Malayalam,7.4,140,1994,NR,Movie,Amazon Prime
Anusandhan - Bengali,Bengali,None,145,1981,NR,Movie,Amazon Prime
Superman Returns,Hindi,6,154,2006,All,Movie,Amazon Prime
Ravana - The Great Warrior,Hindi,None,81,2008,All,Movie,Amazon Prime
Martial Law (Restored),English,None,89,1991,18+,Movie,Amazon Prime
Nishpap Ashami,Bengali,None,136,1997,NR,Movie,Amazon Prime
Honey & Bunny in KungFu Challenge,Hindi,None,51,2018,7+,Movie,Amazon Prime
Bandini,Bengali,5.8,131,2017,13+,Movie,Amazon Prime
Parinamam,English,6.8,124,2003,NR,Movie,Amazon Prime
Winter,Malayalam,7.4,110,2009,NR,Movie,Amazon Prime
The Tiger,Malayalam,7.3,156,2005,NR,Movie,Amazon Prime
The Dormition,English,None,52,2020,13+,Movie,Amazon Prime
Snehamera Jeevitham,Telugu,8.3,122,2017,18+,Movie,Amazon Prime
Abduction Point,English,5.6,82,2016,18+,Movie,Amazon Prime
Love Express,Bengali,5.2,141,2016,All,Movie,Amazon Prime
Sun Don’t Shine,English,None,79,2012,NR,Movie,Amazon Prime
Trivikraman,Telugu,5.6,106,2016,18+,Movie,Amazon Prime
Janleva 555,Hindi,4.2,136,2012,NR,Movie,Amazon Prime
Rang He Premache Rangeele,Marathi,None,125,2017,All,Movie,Amazon Prime
Lara Croft: Tomb Raider,Hindi,5.8,100,2001,18+,Movie,Amazon Prime
Adarer Bon,Bengali,None,140,1997,All,Movie,Amazon Prime
One Way Ticket,Marathi,4.8,92,2016,13+,Movie,Amazon Prime
Manaroopa,Kannada, 6.1,132,2019,13+,Movie,Amazon Prime
Rudraksh,Hindi,2.6,143,2004,13+,Movie,Amazon Prime
Mummy Island Bethal Dweep,Hindi,4,82,2019,13+,Movie,Amazon Prime
Unakkul Naan,Tamil,6.2,74,2016,All,Movie,Amazon Prime
Bezubaan Ishq,Hindi,3.9,127,2015,NR,Movie,Amazon Prime
Shor Se Shuruaat,Hindi,6.7,122,2016,13+,Movie,Amazon Prime
Bumper Draw,Hindi,4.9,127,2015,13+,Movie,Amazon Prime
Hostel Days,Marathi,6.6,146,2018,13+,Movie,Amazon Prime
Bridesmaids,English,6.8,124,2011,18+,Movie,Amazon Prime
Chaplin vs. Keaton – Duel of Legends,English,None,53,2019,13+,Movie,Amazon Prime
Time Please,Marathi,7.1,130,2013,13+,Movie,Amazon Prime
Iniyavalae Vaa,Tamil,None,128,1982,NR,Movie,Amazon Prime
Family 420 Once Again,Punjabi,5.4,122,2019,13+,Movie,Amazon Prime
Memphis,English,5.3,78,2013,NR,Movie,Amazon Prime
Fanny,English,6.9,134,None,16+,Movie,Amazon Prime
Mr. Kabaadi,Hindi,4.9,93,2017,13+,Movie,Amazon Prime
Isabela,English,None,78,2020,13+,Movie,Amazon Prime
Anugraha,Kannada,None,153,1971,NR,Movie,Amazon Prime
Extra Ordinary,English,6.4,94,2020,18+,Movie,Amazon Prime
Maan Gaye Mughall-E-Azam,Hindi,3.1,137,2008,13+,Movie,Amazon Prime
Ardab Mutiyaran,Punjabi,7.3,139,2019,13+,Movie,Amazon Prime
18.11 - A code of Secrecy,Hindi,None,130,2014,NR,Movie,Amazon Prime
Aavuj Reshe,Gujarati,None,144,2018,NR,Movie,Amazon Prime
Sagarika,Bengali,7.2,151,2018,13+,Movie,Amazon Prime
Enn Uyir Nanbaa,Tamil,None,107,1984,NR,Movie,Amazon Prime
The Expendables,Hindi,6.5,99,2010,18+,Movie,Amazon Prime
Thanthra,Malayalam,7.3,87,2006,NR,Movie,Amazon Prime
Devta,Marathi,3.9,144,1983,All,Movie,Amazon Prime
Ekla Akash,Bengali,6.2,139,2020,13+,Movie,Amazon Prime
Placebo,English,7.8,93,2014,NR,Movie,Amazon Prime
Dum Dum Dum,Tamil,7,152,2001,All,Movie,Amazon Prime
Puli,Telugu,4.4,114,1985,NR,Movie,Amazon Prime
Nirantharam,Telugu,None,99,1995,NR,Movie,Amazon Prime
Orgy of the Dead,English,3,91,None,18+,Movie,Amazon Prime
Chapala Chennigaraya,Kannada,None,122,1990,NR,Movie,Amazon Prime
Sonar Kella,Bengali,8.4,135,1974,All,Movie,Amazon Prime
Pitch Perfect,Hindi,7.1,112,2012,18+,Movie,Amazon Prime
The Matrix Reloaded,Tamil,7.2,138,2003,18+,Movie,Amazon Prime
The Beach House,English,5.3,88,2020,18+,Movie,Amazon Prime
Bujjigadu,Telugu,6.4,146,2008,All,Movie,Amazon Prime
Kanchu Kagada,Telugu,4.9,139,1984,NR,Movie,Amazon Prime
Maha Sangramam,Telugu,None,155,1992,NR,Movie,Amazon Prime
Iruvar,Tamil,8.5,158,1997,13+,Movie,Amazon Prime
3G,Hindi,None,123,2013,NR,Movie,Amazon Prime
Justice League,Hindi,6.3,119,2017,13+,Movie,Amazon Prime
Valu Jada Tolu Beltu,Telugu,None,122,1992,NR,Movie,Amazon Prime
Deewana Mujh Sa Nahin,Hindi,5.8,125,1990,All,Movie,Amazon Prime
Angti Rohosso,Bengali,2,82,2018,13+,Movie,Amazon Prime
Lucky Di Unlucky Story,Punjabi,6.8,122,2013,All,Movie,Amazon Prime
Humpty Sharma Ki Dulhania,Hindi,6,131,2014,13+,Movie,Amazon Prime
Loveyatri - The Journey of Love,Hindi,3,132,2018,13+,Movie,Amazon Prime
Law Abiding Citizen,English,7.4,104,2009,18+,Movie,Amazon Prime
Self/Less,English,6.5,112,2015,16+,Movie,Amazon Prime
Le Halua Le,Bengali,5.3,146,2017,13+,Movie,Amazon Prime
Aaja Sanam,Hindi,6.7,121,1975,NR,Movie,Amazon Prime
Golpo Holeo Shotti,Bengali,6.3,116,2017,13+,Movie,Amazon Prime
Janani,Hindi,4.6,118,2006,13+,Movie,Amazon Prime
Paarthaal Pasi Theerum,Tamil,7.4,166,1962,All,Movie,Amazon Prime
Ekhonee,Bengali,None,86,1971,All,Movie,Amazon Prime
Backstabbing for Beginners,English,6.3,103,2018,18+,Movie,Amazon Prime
Vetagadu,Telugu,6.8,147,1979,All,Movie,Amazon Prime
Dava Dava,Kannada,8.1,125,1999,NR,Movie,Amazon Prime
The Dresser,English,6.8,109,2016,13+,Movie,Amazon Prime
USA: LIFE IN A HIGH SECURITY PRISON,English,None,57,2020,13+,Movie,Amazon Prime
Bendu Theesta,Telugu,None,104,2009,NR,Movie,Amazon Prime
Jab We Met,Gujarati, 7.9,138,2007,All,Movie,Amazon Prime
Rang-E-Ishq,Hindi,None,111,2015,NR,Movie,Amazon Prime
Jason Mraz: Have It All The Movie,English,None,86,2018,13+,Movie,Amazon Prime
Byomkesh Bakshi,Bengali,9.2,110,2017,13+,Movie,Amazon Prime
RX100,Telugu,6.9,148,2018,18+,Movie,Amazon Prime
Guddu,Hindi,4.2,149,1995,All,Movie,Amazon Prime
The Mummy Returns,Hindi,6.4,129,2001,18+,Movie,Amazon Prime
Arbitrage,English,6.6,102,2012,18+,Movie,Amazon Prime
Muhammad Ali: A Biography,English,None,22,2020,13+,Movie,Amazon Prime
Hi Porgi Kunachi,Marathi,5.6,130,2007,All,Movie,Amazon Prime
Zindagi,Hindi,6.5,157,None,All,Movie,Amazon Prime
Student of the Year 2,Hindi,2.2,145,2019,13+,Movie,Amazon Prime
Nobel Son,English,6.2,110,2007,16+,Movie,Amazon Prime
Universal Soldier: Regeneration,Tamil,5.2,96,2010,18+,Movie,Amazon Prime
Aatish Feel the Fire,Hindi,5.8,149,1994,13+,Movie,Amazon Prime
Humpty Dumpty & More Kids Songs - Super Simple Songs,English,None,42,2017,All,Movie,Amazon Prime
The Dark Knight Rises,English,8.4,164,2012,13+,Movie,Amazon Prime
Minugurulu,Telugu,7.5,117,2014,13+,Movie,Amazon Prime
Sound Thoma,Malayalam,4.5,152,2013,All,Movie,Amazon Prime
Surer Sathi,Bengali,None,119,1988,NR,Movie,Amazon Prime
Nanci,Tamil,7.2,60,1999,NR,Movie,Amazon Prime
Dhuntaaraa,Hindi,None,92,2015,NR,Movie,Amazon Prime
A Scandall,Tamil,3.1,108,2016,18+,Movie,Amazon Prime
Por Bazaar,Marathi,6.6,97,2014,13+,Movie,Amazon Prime
Bad Boys for Life,Hindi,6.6,123,2020,18+,Movie,Amazon Prime
Parched,Hindi,7.6,116,2016,18+,Movie,Amazon Prime
Thyagu,Tamil,7.4,124,1990,All,Movie,Amazon Prime
Bala Gau Kashi Angai,Marathi,7.8,140,1977,All,Movie,Amazon Prime
Train To Busan,Hindi,7.6,113,2016,18+,Movie,Amazon Prime
Reminiscences of a Journey to Lithuania,English,7.7,81,1972,NR,Movie,Amazon Prime
Jindari,Punjabi,6.6,128,2018,13+,Movie,Amazon Prime
Chennai 2 Singapore,Tamil,6,122,2017,All,Movie,Amazon Prime
1st Rank Raju,Telugu,5.2,127,2019,13+,Movie,Amazon Prime
Gotro,Bengali,7,139,2019,13+,Movie,Amazon Prime
The Landlord,Tamil,5.4,86,2017,16+,Movie,Amazon Prime
Pataakha,Hindi,7.2,131,2018,13+,Movie,Amazon Prime
Drugstore Cowboy,English,7.3,101,1989,18+,Movie,Amazon Prime
Mulzim,Hindi,4.8,156,1988,13+,Movie,Amazon Prime
Sohalla,Marathi,8.3,104,2019,13+,Movie,Amazon Prime
Steve and Maggie - Happy Hits (Vol. 2),English,None,46,2020,All,Movie,Amazon Prime
Naga Bandham,Telugu,None,103,1992,NR,Movie,Amazon Prime
Kantri Kanne Pillalu,Telugu,None,72,1995,NR,Movie,Amazon Prime
Harfan Maulaa,Hindi,5.2,138,1976,NR,Movie,Amazon Prime
Cowgirls N Angels,English,6.1,91,2012,7+,Movie,Amazon Prime
Puthiya Mugham,Malayalam,5.6,134,2009,13+,Movie,Amazon Prime
Pyaar Mein Aisa Hota Hai,Hindi,None,107,2013,NR,Movie,Amazon Prime
Under World,Malayalam,5.7,158,2019,13+,Movie,Amazon Prime
Jhinuk Mala,Bengali,None,144,1996,NR,Movie,Amazon Prime
Hota Hai Dil Pyaar Mein Paagal,Hindi,5.4,119,2006,NR,Movie,Amazon Prime
Fish Curry,Bengali,None,4,2020,13+,Movie,Amazon Prime
Supremacy,English,5.7,110,2014,18+,Movie,Amazon Prime
Jaane Kyun De Yaaron,Hindi,4.8,122,2018,13+,Movie,Amazon Prime
The Hunter,English,6.7,101,2011,18+,Movie,Amazon Prime
