imdb_id,title,type,rated,year,runtime,averageRating,genre,platform
tt11898442,Playdate with Destiny,Movie,G,2020,5,6.7,Animation,Disney plus
tt0029188,Magician Mickey,Movie,N/A,1937,8,7.3,Family,Disney plus
tt1305591,Mars Needs Moms,Movie,PG,2011,88,5.4,Animation,Disney plus
tt9269852,MARS: Inside SpaceX,Movie,N/A,2018,46,7.4,Documentary,Disney plus
tt4128102,Marvel 75 Years: From Pulp to Pop!,Movie,N/A,2014,42,7.4,Documentary,Disney plus
tt0112175,Spider-Man: The Animated Series,TV Show,TV-Y,1994,23,8.3,Animation,Disney plus
tt0115215,The Incredible Hulk,TV Show,TV-Y7,1996,20,6.8,Animation,Disney plus
tt0103584,X-Men: The Animated Series,TV Show,TV-Y7,1992,23,8.4,Animation,Disney plus
tt10863978,Marvel Rising: Battle of the Bands,Movie,N/A,2019,22,5,Animation,Disney plus
tt9073748,Marvel Rising: Chasing Ghosts,Movie,N/A,2019,22,4.6,Animation,Disney plus
tt9073746,Marvel Rising: Heart of Iron,Movie,N/A,2019,44,4,Animation,Disney plus
tt11113964,Marvel Rising: Operation Shuri,Movie,TV-Y7-FV,2019,21,5.1,Animation,Disney plus
tt11483514,Marvel Rising: Playing with Fire,Movie,TV-Y7-FV,2019,44,5.5,Animation,Disney plus
tt7728344,Marvel Rising: Secret Warriors,Movie,N/A,2018,80,5.1,Animation,Disney plus
tt3591568,Marvel Studios: Assembling a Universe,Movie,TV-PG,2014,43,7.6,Documentary,Disney plus
tt0478970,Ant-Man,Movie,PG-13,2015,117,7.3,Action,Disney plus
tt2395427,Avengers: Age of Ultron,Movie,PG-13,2015,141,7.3,Action,Disney plus
tt4154796,Avengers: Endgame,Movie,PG-13,2019,181,8.4,Action,Disney plus
tt1825683,Black Panther,Movie,PG-13,2018,134,7.3,Action,Disney plus
tt3498820,Captain America: Civil War,Movie,PG-13,2016,147,7.8,Action,Disney plus
tt0458339,Captain America: The First Avenger,Movie,PG-13,2011,124,6.9,Action,Disney plus
tt1843866,Captain America: The Winter Soldier,Movie,PG-13,2014,136,7.7,Action,Disney plus
tt4154664,Captain Marvel,Movie,PG-13,2019,123,6.9,Action,Disney plus
tt1211837,Doctor Strange,Movie,PG-13,2016,115,7.5,Action,Disney plus
tt2015381,Guardians of the Galaxy,Movie,PG-13,2014,121,8,Action,Disney plus
tt3896198,Guardians of the Galaxy Vol. 2,Movie,PG-13,2017,136,7.6,Action,Disney plus
tt0371746,Iron Man,Movie,PG-13,2008,126,7.9,Action,Disney plus
tt1228705,Iron Man 2,Movie,PG-13,2010,124,7,Action,Disney plus
tt1300854,Iron Man 3,Movie,PG-13,2013,130,7.2,Action,Disney plus
tt0848228,The Avengers,Movie,PG-13,2012,143,8,Action,Disney plus
tt0800369,Thor,Movie,PG-13,2011,115,7,Action,Disney plus
tt3501632,Thor: Ragnarok,Movie,PG-13,2017,130,7.9,Action,Disney plus
tt1981115,Thor: The Dark World,Movie,PG-13,2013,112,6.9,Action,Disney plus
tt7726152,Marvel Super Hero Adventures,TV Show,N/A,2017,4,6.1,Animation,Disney plus
tt1722512,Ultimate Spider-Man,TV Show,TV-Y7,2012,23,7.1,Animation,Disney plus
tt3475734,Agent Carter,TV Show,TV-PG,2015,42,7.9,Action,Disney plus
tt7249258,Ant-Man,TV Show,N/A,2017,2,6.7,Animation,Disney plus
tt2455546,Avengers Assemble,TV Show,TV-Y7,2013,23,7,Animation,Disney plus
tt4176370,Guardians of the Galaxy,TV Show,TV-Y7,2015,22,7.4,Animation,Disney plus
tt4154858,Inhumans,TV Show,TV-PG,2017,43,5,Action,Disney plus
tt3221698,Iron Man & Hulk: Heroes United,Movie,PG,2013,71,4.7,Animation,Disney plus
tt1236246,Runaways,TV Show,TV-14,2017,60,7,Action,Disney plus
tt6135682,Spider-Man,TV Show,TV-Y7,2017,21,6.1,Animation,Disney plus
tt0058331,Mary Poppins,Movie,G,1965,139,7.8,Comedy,Disney plus
tt0901686,Mater and the Ghostlight,Movie,G,2006,7,6.6,Animation,Disney plus
tt0120645,Meet the Deedles,Movie,PG,1998,93,4.1,Comedy,Disney plus
tt0396555,Meet the Robinsons,Movie,G,2007,95,6.8,Animation,Disney plus
tt0040580,Melody Time,Movie,N/A,1948,75,6.4,Animation,Disney plus
tt2768802,Mickey Mouse,TV Show,TV-G,2013,4,8.1,Animation,Disney plus
tt0047757,The Mickey Mouse Club,TV Show,TV-G,1955,60,7.7,Family,Disney plus
tt6264782,Mickey Mouse Mixed-Up Adventures,TV Show,TV-Y,2017,21,6.2,Animation,Disney plus
tt0371823,"Mickey, Donald, Goofy: The Three Musketeers",Movie,G,2004,68,6.4,Animation,Disney plus
tt0035064,Mickey's Birthday Party,Movie,N/A,1942,8,6.6,Animation,Disney plus
tt0085936,Mickey's Christmas Carol,Movie,G,1983,26,8.1,Animation,Disney plus
tt0238414,Mickey's Once Upon a Christmas,Movie,N/A,1999,66,7.2,Animation,Disney plus
tt0027964,Mickey's Rival,Movie,N/A,1936,8,6.9,Animation,Disney plus
tt0030448,Mickey's Trailer,Movie,N/A,1938,8,7.9,Animation,Disney plus
tt0424279,Mickey's Twice Upon a Christmas,Movie,G,2004,68,6.5,Animation,Disney plus
tt0120751,Mighty Joe Young,Movie,PG,1998,114,5.6,Action,Disney plus
tt0323250,Mike's New Car,Movie,N/A,2002,4,7.1,Animation,Disney plus
tt3098856,Mission Force One,TV Show,N/A,2015,30,6.7,Animation,Disney plus
tt0366777,Millions,Movie,PG-13,2005,98,6.9,Comedy,Disney plus
tt1072755,Minutemen,Movie,TV-G,2008,98,5.8,Adventure,Disney plus
tt0349825,Miracle,Movie,PG,2004,135,7.5,Biography,Disney plus
tt0157996,Miracle at Midnight,Movie,N/A,1998,90,7,Drama,Disney plus
tt0218440,Miracle in Lane 2,Movie,G,2000,120,6,Biography,Disney plus
tt3067436,Miracle Landing on the Hudson,Movie,N/A,2014,90,6.7,Drama,Disney plus
tt0039628,Miracle on 34th Street,Movie,N/A,1947,96,7.9,Comedy,Disney plus
tt9165688,Mission to the Sun,Movie,N/A,2018,60,7.1,Documentary,Disney plus
tt3521164,Moana,Movie,PG,2016,107,7.6,Animation,Disney plus
tt0250593,Mom's Got a Date with a Vampire,Movie,TV-PG,2000,85,5.9,Comedy,Disney plus
tt1453405,Monsters University,Movie,G,2013,104,7.3,Animation,Disney plus
tt0198781,"Monsters, Inc.",Movie,G,2001,92,8,Animation,Disney plus
tt0273842,Motocrossed,Movie,TV-G,2001,110,6.6,Action,Disney plus
tt0091566,Mr. Boogedy,TV Show,TV-PG,1986,46,7.3,Adventure,Disney plus
tt0032814,Mr. Duck Steps Out,Movie,TV-G,1940,8,7.5,Animation,Disney plus
tt0032815,Mr. Mouse Takes a Trip,Movie,N/A,1940,8,7.2,Family,Disney plus
tt0120762,Mulan,Movie,G,1998,88,7.6,Animation,Disney plus
tt0279967,Mulan II,Movie,G,2004,79,5.7,Animation,Disney plus
tt6337766,Muppet Babies,TV Show,TV-Y,2018,23,7,Animation,Disney plus
tt0117110,Muppet Treasure Island,Movie,G,1996,99,7,Action,Disney plus
tt2281587,Muppets Most Wanted,Movie,PG,2014,107,6.4,Adventure,Disney plus
tt0064705,"My Dog, the Thief: Part 1",TV Show,N/A,1969,88,6.6,Adventure,Disney plus
tt0120764,My Favorite Martian,Movie,PG,1999,94,5.1,Comedy,Disney plus
tt0805905,My Friends Tigger & Pooh,TV Show,TV-Y,2007,30,5.7,Animation,Disney plus
tt0368891,National Treasure,Movie,PG,2004,131,6.8,Action,Disney plus
tt0465234,National Treasure: Book of Secrets,Movie,PG,2007,124,6.5,Action,Disney plus
tt0043839,Nature's Half Acre,Movie,N/A,1951,33,7.7,Documentary,Disney plus
tt0104990,Newsies,Movie,PG,1992,121,7,Drama,Disney plus
tt6346162,Disney's Newsies: The Broadway Musical!,Movie,PG,2017,149,8.5,Musical,Disney plus
tt5097410,Noelle,Movie,G,2019,100,6.2,Comedy,Disney plus
tt0426568,Now You See It...,Movie,TV-G,2005,83,6.3,Drama,Disney plus
tt5452780,Olaf's Frozen Adventure,Movie,G,2017,22,5.5,Animation,Disney plus
tt0976238,Old Dogs,Movie,PG,2009,88,5.4,Comedy,Disney plus
tt0050798,Old Yeller,Movie,N/A,1959,83,7.3,Adventure,Disney plus
tt0095776,Oliver & Company,Movie,G,1988,74,6.7,Animation,Disney plus
tt0026816,On Ice,Movie,N/A,1935,8,7.5,Family,Disney plus
tt0426148,Once Upon a Mattress,Movie,PG,2005,90,6.4,Comedy,Disney plus
tt10854760,One Day at Disney,TV Show,N/A,2019,5,7.3,Documentary,Disney plus
tt0055254,One Hundred and One Dalmatians,Movie,G,1961,79,7.2,Animation,Disney plus
tt0089731,One Magic Christmas,Movie,G,1985,89,6.6,Family,Disney plus
tt0479113,One Man Band,Movie,G,2006,4,7.7,Animation,Disney plus
tt7651892,One Strange Rock,TV Show,TV-PG,2018,47,8.8,Documentary,Disney plus
tt7146812,Onward,Movie,PG,2020,102,7.5,Animation,Disney plus
tt0114048,Operation Dumbo Drop,Movie,PG,1995,107,5.1,Action,Disney plus
tt6091694,Origins: The Journey of Humankind,TV Show,N/A,2017,60,6.9,Documentary,Disney plus
tt0043890,Out of Scale,Movie,N/A,1951,7,7.6,Animation,Disney plus
tt0277514,Out of the Box,TV Show,TV-Y,1998,24,7.5,Comedy,Disney plus
tt1425244,Partly Cloudy,Movie,G,2009,6,8.2,Animation,Disney plus
tt3116154,Party Central,Movie,PG,2014,5,7.1,Animation,Disney plus
tt12080904,Penguins: Life on the Edge,Movie,G,2020,78,6.7,Documentary,Disney plus
tt0050837,Perri,Movie,N/A,1957,75,7.2,Adventure,Disney plus
tt0076538,Pete's Dragon,Movie,G,1977,128,6.4,Animation,Disney plus
tt2788732,Pete's Dragon,Movie,PG,2016,102,6.7,Action,Disney plus
tt0046183,Peter Pan,Movie,G,1953,77,7.3,Animation,Disney plus
tt0280030,Peter Pan 2: Return to Never Land,Movie,G,2002,72,5.8,Animation,Disney plus
tt0266850,Phantom of the Megaplex,Movie,TV-G,2000,89,6.5,Action,Disney plus
tt0340281,Phil of the Future,TV Show,TV-G,2004,25,7,Adventure,Disney plus
tt0852863,Phineas and Ferb,TV Show,TV-G,2007,15,7.9,Animation,Disney plus
tt1825918,Phineas and Ferb the Movie: Across the 2nd Dimension,Movie,TV-G,2011,78,7.4,Animation,Disney plus
tt2283584,Phineas and Ferb: Mission Marvel,TV Show,TV-G,2013,45,8.3,Animation,Disney plus
tt0323642,Piglet's Big Movie,Movie,G,2003,75,6.1,Animation,Disney plus
tt0032910,Pinocchio,Movie,G,1940,88,7.4,Animation,Disney plus
tt5613056,Piper,Movie,G,2016,6,8.4,Animation,Disney plus
tt0449088,Pirates of the Caribbean: At World's End,Movie,PG-13,2007,169,7.1,Action,Disney plus
tt0383574,Pirates of the Caribbean: Dead Man's Chest,Movie,PG-13,2006,151,7.3,Action,Disney plus
tt1298650,Pirates of the Caribbean: On Stranger Tides,Movie,PG-13,2011,136,6.6,Action,Disney plus
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Movie,PG-13,2003,143,8,Action,Disney plus
tt0393596,Pixel Perfect,Movie,TV-G,2004,85,5.7,Family,Disney plus
tt4148744,PJ Masks,TV Show,TV-Y,2015,24,5.7,Animation,Disney plus
tt0045037,Pluto's Christmas Tree,Movie,N/A,1952,7,7.7,Animation,Disney plus
tt0045038,Pluto's Party,Movie,N/A,1952,7,6.5,Animation,Disney plus
tt0040698,Pluto's Purchase,Movie,N/A,1948,7,6.6,Animation,Disney plus
tt0114148,Pocahontas,Movie,G,1995,81,6.7,Animation,Disney plus
tt0143808,Pocahontas II: Journey to a New World,Movie,G,1998,72,4.9,Animation,Disney plus
tt0054195,Pollyanna,Movie,N/A,1960,134,7.4,Comedy,Disney plus
tt0119918,Pooh's Grand Adventure: The Search for Christopher Robin,Movie,G,1997,76,7.1,Animation,Disney plus
tt0407121,Pooh's Heffalump Movie,Movie,G,2005,68,6.4,Animation,Disney plus
tt1245104,Presto,Movie,G,2008,5,8.4,Animation,Disney plus
tt1196339,Princess Protection Program,Movie,TV-G,2009,90,5.6,Comedy,Disney plus
tt1604171,Prom,Movie,PG,2011,104,5.4,Comedy,Disney plus
tt0280050,Prowlers of the Everglades,Movie,N/A,1953,32,8.1,Documentary,Disney plus
tt6688750,Puppy Dog Pals,TV Show,TV-Y,2017,24,7.1,Animation,Disney plus
tt8980868,Purl,Movie,PG,2019,8,6.4,Animation,Disney plus
tt0136658,Quack Pack,TV Show,TV-Y,1996,30,6.8,Animation,Disney plus
tt4341582,Queen of Katwe,Movie,PG,2016,124,7.4,Biography,Disney plus
tt0245380,Quints,Movie,TV-G,2000,83,5.7,Comedy,Disney plus
tt0382932,Ratatouille,Movie,G,2007,111,8,Animation,Disney plus
tt0494716,Read It and Weep,Movie,TV-G,2006,84,5.5,Comedy,Disney plus
tt0253550,Ready to Run,Movie,TV-G,2000,96,5.3,Family,Disney plus
tt0382936,Recess: All Growed Down,Movie,G,2003,61,6.7,Animation,Disney plus
tt0265632,Recess: School's Out,Movie,G,2001,82,6.6,Animation,Disney plus
tt0382937,Recess: Taking the Fifth Grade,Movie,G,2003,62,6.8,Animation,Disney plus
tt0485985,Red Tails,Movie,PG-13,2012,125,5.9,Action,Disney plus
tt0093832,Red's Dream,Movie,G,1987,4,6.4,Animation,Disney plus
tt0210945,Remember the Titans,Movie,PG,2000,113,7.8,Biography,Disney plus
tt0078158,Return from Witch Mountain,Movie,G,1978,95,5.9,Family,Disney plus
tt0816520,Return to Halloweentown,Movie,TV-PG,2006,88,5.6,Comedy,Disney plus
tt0089908,Return to Oz,Movie,PG,1985,113,6.7,Adventure,Disney plus
tt0155110,Richie Rich's Christmas Wish,Movie,G,1998,84,4.1,Comedy,Disney plus
tt0323810,Right on Track,Movie,TV-G,2003,89,6.3,Biography,Disney plus
tt0244764,Rip Girls,Movie,TV-G,2000,87,6.2,Drama,Disney plus
tt0070608,Robin Hood,Movie,G,1973,83,7.6,Animation,Disney plus
tt3748528,Rogue One: A Star Wars Story,Movie,PG-13,2016,133,7.8,Action,Disney plus
tt0107985,Rookie of the Year,Movie,PG,1993,103,6,Comedy,Disney plus
tt0436595,Roving Mars,Movie,G,2006,40,7.2,Documentary,Disney plus
tt0138068,Ruby Bridges,Movie,N/A,1998,96,7.2,Drama,Disney plus
tt3816666,Running Wild with Bear Grylls,TV Show,TV-14,2014,60,7.7,Adventure,Disney plus
tt0353965,Sacred Planet,Movie,G,2004,40,6,Documentary,Disney plus
tt0036326,Saludos Amigos,Movie,N/A,1943,42,6.2,Animation,Disney plus
tt0056441,"Sammy, the Way-Out Seal: Part 1",TV Show,N/A,1962,89,6.5,Adventure,Disney plus
tt4661600,Sanjay's Super Team,Movie,PG,2015,7,6.9,Animation,Disney plus
tt2414212,Santa Paws 2: The Santa Pups,Movie,G,2012,88,4.9,Adventure,Disney plus
tt0023422,Santa's Workshop,Movie,N/A,1932,7,7.4,Animation,Disney plus
tt2140373,Saving Mr. Banks,Movie,PG-13,2013,125,7.5,Biography,Disney plus
tt7153434,Science Fair,Movie,PG,2018,90,7.7,Documentary,Disney plus
tt6390686,Sea of Hope: America's Underwater Treasures,Movie,N/A,2017,48,6.9,Documentary,Disney plus
tt0031905,Sea Scouts,Movie,N/A,1939,8,6.9,Animation,Disney plus
tt1217213,Secret of the Wings,Movie,G,2012,75,7.1,Animation,Disney plus
tt1028576,Secretariat,Movie,PG,2010,123,7.2,Biography,Disney plus
tt0049733,Secrets of Life,Movie,N/A,1956,70,7.8,Documentary,Disney plus
tt8879238,Secrets of the Zoo,TV Show,N/A,2018,44,8.2,Reality-TV,Disney plus
tt1661326,Shake It Up,TV Show,TV-G,2010,30,4.8,Comedy,Disney plus
tt1629440,Sharpay's Fabulous Adventure,Movie,G,2011,90,4.7,Comedy,Disney plus
tt2769458,Sheriff Callie's Wild West,TV Show,TV-Y,2014,25,6.5,Animation,Disney plus
tt0099816,Shipwrecked,Movie,PG,1991,92,6.7,Adventure,Disney plus
tt0203268,Silver Surfer,TV Show,TV-Y7,1998,30,7.1,Animation,Disney plus
tt0462538,The Simpsons Movie,Movie,PG-13,2007,87,7.3,Animation,Disney plus
tt0105417,Sister Act,Movie,PG,1992,100,6.4,Comedy,Disney plus
tt0108147,Sister Act 2: Back in the Habit,Movie,PG,1993,107,5.6,Comedy,Disney plus
tt1479534,Skyrunners,Movie,TV-PG,2009,92,5,Family,Disney plus
tt0053285,Sleeping Beauty,Movie,G,1959,75,7.2,Animation,Disney plus
tt0118466,Smart Guy,TV Show,TV-G,1997,30,7.4,Comedy,Disney plus
tt0192618,Smart House,Movie,TV-G,1999,82,6.3,Comedy,Disney plus
tt7103168,Smash and Grab,Movie,PG,2019,8,6.7,Animation,Disney plus
tt0281373,Snow Dogs,Movie,PG,2002,99,5.2,Adventure,Disney plus
tt0029583,Snow White and the Seven Dwarfs,Movie,G,1938,83,7.6,Animation,Disney plus
tt0069291,Snowball Express,Movie,G,1973,93,6.5,Comedy,Disney plus
tt1068284,Snowglobe,Movie,TV-PG,2007,86,6,Comedy,Disney plus
tt0169247,So Weird,TV Show,TV-Y7,1999,30,8.5,Adventure,Disney plus
tt0031945,Society Dog Show,Movie,N/A,1939,8,7.1,Animation,Disney plus
tt1252374,Sonny with a Chance,TV Show,TV-G,2009,23,6.1,Comedy,Disney plus
tt5189554,Soy Luna,TV Show,N/A,2016,45,6.8,Comedy,Disney plus
tt0081938,Spider-Man,TV Show,N/A,1981,30,7,Animation,Disney plus
tt0083481,Spider-Man and His Amazing Friends,TV Show,TV-Y7,1981,22,7.2,Animation,Disney plus
tt0207120,Spider-Man Unlimited,TV Show,TV-Y7,1999,22,6.4,Action,Disney plus
tt0197911,Spider-Woman,TV Show,TV-Y7,1979,21,5.8,Animation,Disney plus
tt0088161,Splash,Movie,PG,1984,111,6.2,Comedy,Disney plus
tt6779076,Star Wars: Forces of Destiny,TV Show,N/A,2017,3,5,Animation,Disney plus
tt2930604,Star Wars Rebels,TV Show,TV-Y7-FV,2014,22,8,Animation,Disney plus
tt8336340,Star Wars Resistance,TV Show,TV-Y7,2018,30,4.9,Animation,Disney plus
tt0076759,Star Wars: Episode IV - A New Hope,Movie,PG,1977,121,8.6,Action,Disney plus
tt0121765,Star Wars: Episode II - Attack of the Clones,Movie,PG,2002,142,6.5,Action,Disney plus
tt11281500,Star Wars Blips,TV Show,N/A,2017,1,6.1,Animation,Disney plus
tt0086190,Star Wars: Episode VI - Return of the Jedi,Movie,PG,1983,131,8.3,Action,Disney plus
tt0121766,Star Wars: Episode III - Revenge of the Sith,Movie,PG-13,2005,140,7.5,Action,Disney plus
tt0458290,Star Wars: The Clone Wars,TV Show,TV-PG,2008,23,8.1,Animation,Disney plus
tt1185834,Star Wars: The Clone Wars,Movie,PG,2008,98,5.9,Animation,Disney plus
tt0080684,Star Wars: Episode V - The Empire Strikes Back,Movie,PG,1980,124,8.7,Action,Disney plus
tt2488496,Star Wars: Episode VII - The Force Awakens,Movie,PG-13,2015,138,7.9,Action,Disney plus
tt2527336,Star Wars: Episode VIII - The Last Jedi,Movie,PG-13,2017,152,7,Action,Disney plus
tt0120915,Star Wars: Episode I - The Phantom Menace,Movie,PG,1999,136,6.5,Action,Disney plus
tt4858674,Stargirl,Movie,PG,2020,107,6.2,Comedy,Disney plus
tt1579247,StarStruck,Movie,TV-G,2010,90,6.1,Comedy,Disney plus
tt0019422,Steamboat Willie,Movie,TV-Y7,1929,8,7.6,Animation,Disney plus
tt0250754,Stepsister from Planet Weird,Movie,TV-G,2000,85,6,Comedy,Disney plus
tt0348124,Stitch! The Movie,Movie,G,2003,60,6.2,Animation,Disney plus
tt1245537,Stonehenge: Decoded,Movie,PG,2008,92,6.5,Documentary,Disney plus
tt0410696,Stuck in the Suburbs,Movie,TV-G,2004,76,5.6,Comedy,Disney plus
tt0166829,The Sultan and the Rock Star,TV Show,N/A,1980,60,7.1,Adventure,Disney plus
tt2999390,Super Buddies,Movie,G,2013,81,4.2,Family,Disney plus
tt1368151,Super Rhino,Movie,G,2009,4,6.3,Animation,Disney plus
tt0033124,Swiss Family Robinson,Movie,N/A,1940,93,6.5,Adventure,Disney plus
tt0054357,Swiss Family Robinson,Movie,G,1960,126,7.2,Adventure,Disney plus
tt0098924,TaleSpin,TV Show,TV-Y7,1990,30,7.6,Animation,Disney plus
tt0111359,Tall Tale,Movie,PG,1995,96,5.9,Adventure,Disney plus
tt0398286,Tangled,Movie,PG,2010,100,7.7,Animation,Disney plus
tt5533228,Tangled: Before Ever After,Movie,TV-Y7,2017,55,6.6,Animation,Disney plus
tt4902964,Tangled: The Series,TV Show,TV-Y7,2017,21,7.6,Animation,Disney plus
tt0313680,Tarzan & Jane,Movie,G,2002,75,5.4,Animation,Disney plus
tt0350194,Teacher's Pet,Movie,PG,2004,73,5.8,Animation,Disney plus
tt0257325,Teacher's Pet,TV Show,TV-Y,2000,30,6.4,Animation,Disney plus
tt3764966,Teen Beach 2,Movie,TV-G,2015,104,6.1,Family,Disney plus
tt2325989,Teen Beach Movie,Movie,N/A,2013,110,5.9,Family,Disney plus
tt1845866,Teen Spirit,Movie,TV-PG,2011,82,5.5,Comedy,Disney plus
tt0120317,That Darn Cat,Movie,PG,1997,89,4.7,Action,Disney plus
tt0059793,That Darn Cat!,Movie,N/A,1965,116,6.8,Comedy,Disney plus
tt0300865,That's So Raven,TV Show,TV-G,2003,30,6.5,Comedy,Disney plus
tt0054594,The Absent Minded Professor,Movie,N/A,1961,92,6.8,Comedy,Disney plus
tt0061333,The Adventures of Bullwhip Griffin,Movie,N/A,1967,108,6.6,Action,Disney plus
tt0106223,The Adventures of Huck Finn,Movie,PG,1993,108,6.2,Adventure,Disney plus
tt0041094,The Adventures of Ichabod and Mr. Toad,Movie,N/A,1950,68,7,Animation,Disney plus
tt0047803,The African Lion,Movie,N/A,1955,75,7.3,Family,Disney plus
tt0072653,The Apple Dumpling Gang,Movie,G,1975,100,6.5,Comedy,Disney plus
tt0078790,The Apple Dumpling Gang Rides Again,Movie,G,1979,88,6.1,Comedy,Disney plus
tt0065421,The Aristocats,Movie,G,1970,78,7.1,Animation,Disney plus
tt0033356,The Art of Skiing,Movie,N/A,1941,8,7.3,Animation,Disney plus
tt1626038,The Avengers: Earth's Mightiest Heroes,TV Show,TV-Y7,2010,30,8.3,Animation,Disney plus
tt0203247,Avengers: United They Stand,TV Show,TV-Y7,1999,30,5.5,Animation,Disney plus
tt0026094,The Band Concert,Movie,TV-Y7,1935,9,7.9,Animation,Disney plus
tt0071199,The Bears and I,Movie,G,1974,89,6.2,Drama,Disney plus
tt3691740,The BFG,Movie,PG,2016,117,6.4,Adventure,Disney plus
tt0024886,The Big Bad Wolf,Movie,N/A,1934,9,7.1,Animation,Disney plus
tt0068276,The Biscuit Eater,Movie,G,1972,90,5.7,Drama,Disney plus
tt0088814,The Black Cauldron,Movie,PG,1985,80,6.4,Animation,Disney plus
tt0078869,The Black Hole,Movie,PG,1979,98,6,Action,Disney plus
tt2616880,The Blue Umbrella,Movie,G,2013,7,7.6,Animation,Disney plus
tt0274240,The Book of Pooh,TV Show,TV-Y,2001,30,6.3,Animation,Disney plus
tt0147926,The Brave Little Toaster Goes to Mars,Movie,N/A,1998,73,5.7,Animation,Disney plus
tt0071288,The Castaway Cowboy,Movie,G,1974,91,5.9,Comedy,Disney plus
tt0077305,The Cat from Outer Space,Movie,G,1978,104,6.1,Comedy,Disney plus
tt0338852,The Cheetah Girls,Movie,TV-G,2003,100,4.8,Comedy,Disney plus
tt0800318,The Cheetah Girls 2,Movie,TV-G,2006,96,5,Comedy,Disney plus
tt1013542,The Cheetah Girls: One World,Movie,TV-G,2008,90,4.7,Comedy,Disney plus
tt0090840,The Christmas Star,Movie,TV-G,1986,94,6.5,Drama,Disney plus
tt0499448,The Chronicles of Narnia: Prince Caspian,Movie,PG,2008,150,6.5,Action,Disney plus
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,PG,2005,143,6.9,Adventure,Disney plus
tt0213565,The Color of Friendship,Movie,TV-G,2000,87,7.4,Biography,Disney plus
tt0065566,The Computer Wore Tennis Shoes,Movie,G,1969,91,6,Comedy,Disney plus
tt0276033,The Country Bears,Movie,G,2002,88,4.1,Comedy,Disney plus
tt0120917,The Emperor's New Groove,Movie,G,2000,78,7.3,Animation,Disney plus
tt0327698,The Even Stevens Movie,Movie,TV-G,2003,93,6.2,Comedy,Disney plus
tt2025690,The Finest Hours,Movie,PG-13,2016,117,6.8,Action,Disney plus
tt0082406,The Fox and the Hound,Movie,G,1981,83,7.3,Animation,Disney plus
tt0465997,The Fox and the Hound 2,Movie,G,2006,69,5.3,Animation,Disney plus
tt0492956,The Game Plan,Movie,PG,2007,110,6.1,Comedy,Disney plus
tt0080788,The Ghosts of Buxley Hall,Movie,N/A,1980,120,6.6,Comedy,Disney plus
tt0025184,The Goddess of Spring,Movie,N/A,1934,10,6.9,Animation,Disney plus
tt0026423,The Golden Touch,Movie,N/A,1935,10,6.9,Animation,Disney plus
tt1979388,The Good Dinosaur,Movie,PG,2015,93,6.7,Animation,Disney plus
tt0091149,The Great Mouse Detective,Movie,G,1986,74,7.2,Animation,Disney plus
tt0082474,The Great Muppet Caper,Movie,G,1981,97,7.2,Adventure,Disney plus
tt0388980,The Greatest Game Ever Played,Movie,PG,2005,120,7.4,Biography,Disney plus
tt0338094,The Haunted Mansion,Movie,PG,2003,88,5,Comedy,Disney plus
tt0031431,The Hockey Champ,Movie,N/A,1939,7,7.1,Animation,Disney plus
tt0116583,The Hunchback of Notre Dame,Movie,G,1996,91,6.9,Animation,Disney plus
tt0257778,The Hunchback of Notre Dame 2: The Secret of the Bell,Movie,G,2002,68,4.7,Animation,Disney plus
tt9331982,The Imagineering Story,TV Show,N/A,2019,60,9.1,Documentary,Disney plus
tt2136396,The Incredible Dr. Pol,TV Show,TV-PG,2011,44,8.6,Documentary,Disney plus
tt6001956,Blue Ribbon Kids,TV Show,N/A,2016,44,9,Documentary,Disney plus
tt0057180,The Incredible Journey,Movie,G,1963,80,7.1,Adventure,Disney plus
tt0317705,The Incredibles,Movie,PG,2004,115,8,Animation,Disney plus
tt0089385,The Journey of Natty Gann,Movie,PG,1985,101,7,Adventure,Disney plus
tt0061852,The Jungle Book,Movie,G,1967,78,7.6,Animation,Disney plus
tt0283426,The Jungle Book 2,Movie,G,2003,72,5.4,Animation,Disney plus
tt0144262,The Jungle Book: Mowgli's Story,Movie,G,1998,77,4.2,Adventure,Disney plus
tt1294226,The Last Song,Movie,PG,2010,107,6,Drama,Disney plus
tt2565938,The Legend of Mor'du,Movie,N/A,2012,7,6.2,Animation,Disney plus
tt6105098,The Lion King,Movie,PG,2019,118,6.9,Animation,Disney plus
tt0318403,The Lion King 3: Hakuna Matata,Movie,G,2004,77,6.6,Animation,Disney plus
tt0120131,The Lion King 2: Simba's Pride,Movie,G,1998,81,6.5,Animation,Disney plus
tt0110357,The Lion King,Movie,G,1994,88,8.5,Animation,Disney plus
tt0097757,The Little Mermaid,Movie,G,1989,83,7.6,Animation,Disney plus
tt0240684,The Little Mermaid 2: Return to the Sea,Movie,G,2000,75,5.6,Animation,Disney plus
tt0969647,The Little Mermaid: Ariel's Beginning,Movie,G,2008,77,6.3,Animation,Disney plus
tt0046008,The Living Desert,Movie,N/A,1953,69,7.5,Family,Disney plus
tt0306841,Lizzie McGuire,Movie,PG,2003,94,5.5,Adventure,Disney plus
tt6176812,The Lodge,TV Show,N/A,2016,22,6.5,Family,Disney plus
tt0064603,The Love Bug,Movie,G,1969,108,6.5,Comedy,Disney plus
