imdb_id,title,type,rated,year,runtime,averageRating,genre,platform
tt8111088,The Mandalorian,TV Show,TV-PG,2019,30,8.7,Action,Disney plus
tt0076363,The Many Adventures of Winnie the Pooh,Movie,G,1977,74,7.6,Animation,Disney plus
tt0066728,The Million Dollar Duck,Movie,G,1971,89,5.9,Comedy,Disney plus
tt2490352,The Mistle-Tones,Movie,TV-PG,2012,90,6.7,Comedy,Disney plus
tt0104940,The Muppet Christmas Carol,Movie,G,1992,85,7.7,Comedy,Disney plus
tt0079588,The Muppet Movie,Movie,G,1979,95,7.6,Adventure,Disney plus
tt1204342,The Muppets,Movie,PG,2011,103,7.1,Adventure,Disney plus
tt4651824,The Muppets.,TV Show,TV-PG,2015,21,7.4,Comedy,Disney plus
tt0165052,The New Adventures of Winnie the Pooh,TV Show,TV-Y,1988,30,7.6,Animation,Disney plus
tt0046125,The New Neighbor,Movie,N/A,1953,7,7.5,Family,Disney plus
tt1462769,The Odd Life of Timothy Green,Movie,PG,2012,105,6.6,Comedy,Disney plus
tt0029339,The Old Mill,Movie,N/A,1937,9,7.9,Animation,Disney plus
tt0035148,The Olympic Champ,Movie,N/A,1942,7,7.1,Animation,Disney plus
tt0219222,The Olympic Elk,Movie,N/A,1952,27,7.2,Documentary,Disney plus
tt0246834,The Other Me,Movie,TV-G,2000,90,6.1,Comedy,Disney plus
tt0055277,The Parent Trap,Movie,N/A,1961,129,7.1,Comedy,Disney plus
tt0120783,The Parent Trap,Movie,PG,1998,128,6.5,Adventure,Disney plus
tt0024451,The Pied Piper,Movie,N/A,1933,8,6.7,Animation,Disney plus
tt0561332,The Plausible Impossible,TV Show,N/A,1956,50,8.1,Adventure,Disney plus
tt0274728,The Poof Point,Movie,TV-G,2001,90,4.7,Comedy,Disney plus
tt1836776,The Prince and the Pauper,Movie,TV-PG,1981,93,6.2,Adventure,Disney plus
tt0100409,The Prince and the Pauper,Movie,G,1990,25,7.1,Animation,Disney plus
tt0780521,The Princess and the Frog,Movie,G,2009,97,7.1,Animation,Disney plus
tt0093779,The Princess Bride,Movie,PG,1987,98,8.1,Adventure,Disney plus
tt0247638,The Princess Diaries,Movie,G,2001,111,6.3,Comedy,Disney plus
tt0368933,The Princess Diaries 2: Royal Engagement,Movie,G,2004,113,5.8,Comedy,Disney plus
tt0293737,The Proud Family,TV Show,TV-Y,2001,30,6.4,Animation,Disney plus
tt0448090,The Proud Family Movie,Movie,TV-G,2005,90,5.4,Animation,Disney plus
tt0034091,The Reluctant Dragon,Movie,N/A,1941,74,6.9,Animation,Disney plus
tt0816401,The Replacements,TV Show,TV-Y,2006,22,5.8,Animation,Disney plus
tt0076618,The Rescuers,Movie,G,1977,78,6.9,Animation,Disney plus
tt0100477,The Rescuers Down Under,Movie,G,1990,77,6.9,Animation,Disney plus
tt0102803,The Rocketeer,Movie,PG,1991,108,6.5,Action,Disney plus
tt0265662,The Rookie,Movie,G,2002,127,6.9,Drama,Disney plus
tt0817307,The Sandlot: Heading Home,Movie,PG,2007,96,5,Family,Disney plus
tt0111070,The Santa Clause,Movie,PG,1994,97,6.5,Comedy,Disney plus
tt0304669,The Santa Clause 2,Movie,G,2002,104,5.6,Comedy,Disney plus
tt0452681,The Santa Clause 3: The Escape Clause,Movie,G,2006,97,4.7,Adventure,Disney plus
tt0313634,The Scream Team,Movie,TV-PG,2002,100,6.7,Comedy,Disney plus
tt0496386,The Secret of the Magic Gourd,Movie,G,2007,84,5.3,Drama,Disney plus
tt0075200,The Shaggy D.A.,Movie,G,1976,91,5.9,Comedy,Disney plus
tt0053271,The Shaggy Dog,Movie,N/A,1959,104,6.5,Family,Disney plus
tt0054307,The Sign of Zorro,Movie,N/A,1960,91,7.1,Adventure,Disney plus
tt0096697,The Simpsons,TV Show,TV-PG,1989,22,8.7,Animation,Disney plus
tt0078281,The Small One,Movie,G,1978,26,7.8,Animation,Disney plus
tt0059742,The Sound of Music,Movie,G,1965,172,8,Biography,Disney plus
tt0045197,The Story of Robin Hood and His Merrie Men,Movie,N/A,1952,84,6.7,Action,Disney plus
tt0166896,The Straight Story,Movie,G,1999,112,8,Biography,Disney plus
tt0073760,The Strongest Man in the World,Movie,G,1975,92,6.1,Comedy,Disney plus
tt1754799,The Suite Life Movie,Movie,N/A,2011,79,5.3,Adventure,Disney plus
tt0426371,The Suite Life of Zack & Cody,TV Show,TV-G,2005,30,6.5,Comedy,Disney plus
tt1181917,The Suite Life on Deck,TV Show,TV-G,2008,30,6.3,Action,Disney plus
tt5653444,The Swap,Movie,TV-G,2016,100,6.1,Comedy,Disney plus
tt0057546,The Sword in the Stone,Movie,G,1964,79,7.2,Animation,Disney plus
tt0200208,The Thirteenth Year,Movie,TV-G,1999,95,6,Comedy,Disney plus
tt0038166,The Three Caballeros,Movie,N/A,1945,71,6.5,Animation,Disney plus
tt0108333,The Three Musketeers,Movie,PG,1993,105,6.4,Action,Disney plus
tt0220099,The Tigger Movie,Movie,G,2000,77,6.3,Animation,Disney plus
tt0027126,The Tortoise and the Hare,Movie,N/A,1935,9,7.2,Animation,Disney plus
tt0061135,The Ugly Dachshund,Movie,N/A,1966,93,6.7,Comedy,Disney plus
tt0032071,Ugly Duckling,Movie,N/A,1939,9,7.6,Animation,Disney plus
tt0256466,The Ultimate Christmas Present,Movie,TV-G,2000,85,5.9,Comedy,Disney plus
tt0047642,The Vanishing Prairie,Movie,N/A,1955,71,7.7,Documentary,Disney plus
tt0405469,The Wild,Movie,G,2006,82,5.3,Animation,Disney plus
tt0025997,The Wise Little Hen,Movie,N/A,1934,8,7.1,Animation,Disney plus
tt2448374,The Wizards Return: Alex vs. Alex,Movie,TV-G,2013,60,6.5,Adventure,Disney plus
tt6897772,The Little Mermaid Live!,Movie,TV-PG,2019,83,5.5,Musical,Disney plus
tt0318850,The Young Black Stallion,Movie,G,2003,50,5.6,Adventure,Disney plus
tt0059796,Those Calloways,Movie,N/A,1965,131,6.8,Drama,Disney plus
tt0301935,Three Days,Movie,TV-G,2001,100,7.2,Drama,Disney plus
tt0024660,Three Little Pigs,Movie,N/A,1933,9,7.5,Animation,Disney plus
tt0094137,Three Men and a Baby,Movie,PG,1987,102,6,Comedy,Disney plus
tt0098966,Three Men and a Little Lady,Movie,PG,1990,104,5.4,Comedy,Disney plus
tt0111419,Thumbelina,Movie,G,1994,86,6.3,Animation,Disney plus
tt0397113,Tiger Cruise,Movie,TV-PG,2004,88,6.2,Drama,Disney plus
tt0107688,The Nightmare Before Christmas,Movie,PG,1993,76,8,Animation,Disney plus
tt6820324,Timmy Failure: Mistakes Were Made,Movie,PG,2020,99,6.1,Adventure,Disney plus
tt0112197,Timon & Pumbaa,TV Show,TV-Y,1995,22,7.1,Animation,Disney plus
tt0096273,Tin Toy,Movie,G,1988,5,6.5,Animation,Disney plus
tt0823671,Tinker Bell,Movie,G,2008,78,6.8,Animation,Disney plus
tt1216515,Tinker Bell and the Great Fairy Rescue,Movie,G,2010,76,6.9,Animation,Disney plus
tt1216516,Tinker Bell and the Lost Treasure,Movie,G,2009,81,6.7,Animation,Disney plus
tt7620568,Titanic: 20 Years Later with James Cameron,Movie,N/A,2017,46,7.2,Documentary,Disney plus
tt0028390,Toby Tortoise Returns,Movie,N/A,1936,7,7,Animation,Disney plus
tt5116302,Togo,Movie,PG,2019,113,8.1,Adventure,Disney plus
tt0112302,Tom and Huck,Movie,PG,1995,97,5.5,Adventure,Disney plus
tt0114709,Toy Story,Movie,G,1995,81,8.3,Animation,Disney plus
tt0120363,Toy Story 2,Movie,G,1999,92,7.9,Animation,Disney plus
tt0435761,Toy Story 3,Movie,G,2010,103,8.3,Animation,Disney plus
tt1979376,Toy Story 4,Movie,G,2019,100,7.8,Animation,Disney plus
tt1850374,Toy Story Toons: Hawaiian Vacation,Movie,G,2011,6,7.3,Animation,Disney plus
tt2033372,Toy Story Toons: Small Fry,Movie,G,2011,7,7.1,Animation,Disney plus
tt1247700,Trail of the Panda,Movie,G,2009,87,6.4,Adventure,Disney plus
tt0043063,Trailer Horn,Movie,N/A,1950,6,7.1,Animation,Disney plus
tt0043067,Treasure Island,Movie,PG,1950,96,6.9,Adventure,Disney plus
tt0075347,Treasure of Matecumbe,Movie,G,1976,117,6.3,Adventure,Disney plus
tt0133240,Treasure Planet,Movie,PG,2002,95,7.2,Animation,Disney plus
tt0084827,TRON,Movie,PG,1982,96,6.8,Action,Disney plus
tt1812523,TRON: Uprising,TV Show,TV-Y7,2012,30,8.2,Animation,Disney plus
tt1104001,TRON: Legacy,Movie,PG,2010,125,6.8,Action,Disney plus
tt0296251,Tru Confessions,Movie,TV-G,2002,112,7.5,Drama,Disney plus
tt0283084,Tuck Everlasting,Movie,PG,2002,90,6.6,Drama,Disney plus
tt0033188,Tugboat Mickey,Movie,N/A,1940,7,7.1,Animation,Disney plus
tt0098536,Turner & Hooch,Movie,PG,1989,97,6.2,Comedy,Disney plus
tt0282223,Twas the Night,Movie,TV-G,2001,84,5.5,Comedy,Disney plus
tt0467421,Twitches,Movie,TV-PG,2005,86,5.7,Comedy,Disney plus
tt1017465,Twitches Too,Movie,TV-PG,2007,83,5.8,Drama,Disney plus
tt0080062,Unidentified Flying Oddball,Movie,G,1979,93,5.3,Comedy,Disney plus
tt1049413,Up,Movie,PG,2009,96,8.2,Animation,Disney plus
tt0211174,"Up, Up, and Away!",Movie,TV-G,2000,90,5.6,Comedy,Disney plus
tt0361089,Valiant,Movie,G,2005,76,5.5,Animation,Disney plus
tt10538348,Viking Warrior Women,Movie,N/A,2019,51,7.1,Documentary,Disney plus
tt2171665,Violetta,TV Show,TV-G,2012,45,5.2,Drama,Disney plus
tt1159961,Waking Sleeping Beauty,Movie,PG,2010,86,7.6,Documentary,Disney plus
tt0910970,WALL·E,Movie,G,2008,98,8.4,Animation,Disney plus
tt0045314,Water Birds,Movie,N/A,1952,30,6.9,Documentary,Disney plus
tt0790781,Wendy Wu: Homecoming Warrior,Movie,TV-PG,2006,91,5.4,Action,Disney plus
tt0185007,Whispers: An Elephant's Tale,Movie,G,2000,72,5,Family,Disney plus
tt0103247,White Fang,Movie,PG,1991,107,6.7,Adventure,Disney plus
tt0096438,Who Framed Roger Rabbit,Movie,PG,1988,104,7.7,Animation,Disney plus
tt2191567,Wicked Tuna,TV Show,TV-14,2012,60,6.6,Reality-TV,Disney plus
tt0096446,Willow,Movie,PG,1988,126,7.3,Action,Disney plus
tt1449283,Winnie the Pooh,Movie,G,2011,63,7.2,Animation,Disney plus
tt0324572,Winnie the Pooh: A Very Merry Pooh Year,Movie,G,2002,65,6.8,Animation,Disney plus
tt0384696,Winnie the Pooh: Springtime with Roo,Movie,G,2004,65,6.5,Animation,Disney plus
tt0042047,Winter Storage,Movie,N/A,1949,7,7.4,Animation,Disney plus
tt0799922,Wizards of Waverly Place,TV Show,TV-G,2007,22,6.8,Adventure,Disney plus
tt1369845,Wizards of Waverly Place: The Movie,Movie,TV-G,2009,94,6.2,Adventure,Disney plus
tt0772145,Wolverine and the X-Men,TV Show,TV-Y7,2009,23,8,Animation,Disney plus
tt6959706,BarkFest,TV Show,N/A,2017,35,N/A,N/A,Disney plus
tt1772341,Wreck-It Ralph,Movie,PG,2012,101,7.7,Animation,Disney plus
tt0247827,X-Men: Evolution,TV Show,TV-Y7,2000,23,7.9,Animation,Disney plus
tt0206446,Yellowstone Cubs,Movie,N/A,1963,48,6.9,Family,Disney plus
tt0153992,You Lucky Dog,Movie,TV-G,1998,89,4.7,Comedy,Disney plus
tt0329783,You Wish!,Movie,TV-G,2003,84,6.1,Comedy,Disney plus
tt1134859,Your Friend the Rat,Movie,G,2007,11,7.1,Animation,Disney plus
tt6878820,Z-O-M-B-I-E-S,Movie,TV-G,2018,94,6.3,Family,Disney plus
tt3544734,Zapped,Movie,TV-G,2014,102,5.1,Comedy,Disney plus
tt0186726,Zenon: Girl of the 21st Century,Movie,TV-G,1999,97,6.4,Adventure,Disney plus
tt0271271,Zenon: The Zequel,Movie,TV-G,2001,100,5.9,Comedy,Disney plus
tt0379060,Zenon: Z3,Movie,TV-G,2004,81,5.5,Adventure,Disney plus
tt2948356,Zootopia,Movie,PG,2016,108,8,Animation,Disney plus
